28.0	8.0	0.0	238.0
28.0	9.0	0.0	238.0
28.0	8.0	1.0	238.0
28.0	9.0	1.0	238.0
28.0	8.0	2.0	238.0
28.0	9.0	2.0	238.0
28.0	8.0	3.0	238.0
28.0	9.0	3.0	238.0
28.0	8.0	4.0	238.0
28.0	9.0	4.0	238.0
27.0	8.0	5.0	238.0
27.0	9.0	5.0	238.0
27.0	8.0	9.0	238.0
27.0	9.0	9.0	238.0
27.0	8.0	10.0	238.0
27.0	9.0	10.0	238.0
27.0	8.0	11.0	238.0
28.0	8.0	11.0	238.0
27.0	9.0	11.0	238.0
28.0	9.0	11.0	238.0
27.0	8.0	12.0	238.0
28.0	8.0	12.0	238.0
27.0	9.0	12.0	238.0
28.0	9.0	12.0	238.0
28.0	8.0	13.0	238.0
28.0	9.0	13.0	238.0
28.0	8.0	14.0	238.0
28.0	9.0	14.0	238.0
28.0	8.0	15.0	238.0
28.0	9.0	15.0	238.0
28.0	8.0	16.0	238.0
28.0	9.0	16.0	238.0
28.0	8.0	17.0	238.0
28.0	9.0	17.0	238.0
28.0	8.0	18.0	238.0
28.0	9.0	18.0	238.0
28.0	8.0	19.0	238.0
28.0	9.0	19.0	238.0
28.0	8.0	20.0	238.0
28.0	9.0	20.0	238.0
28.0	8.0	21.0	238.0
29.0	8.0	21.0	238.0
28.0	9.0	21.0	238.0
29.0	9.0	21.0	238.0
30.0	9.0	21.0	238.0
29.0	8.0	22.0	238.0
30.0	8.0	22.0	238.0
29.0	9.0	22.0	238.0
30.0	9.0	22.0	238.0
30.0	8.0	23.0	238.0
30.0	9.0	23.0	238.0
5.0	8.0	24.0	238.0
6.0	8.0	24.0	238.0
7.0	8.0	24.0	238.0
8.0	8.0	24.0	238.0
9.0	8.0	24.0	238.0
10.0	8.0	24.0	238.0
30.0	8.0	24.0	238.0
5.0	9.0	24.0	238.0
6.0	9.0	24.0	238.0
7.0	9.0	24.0	238.0
8.0	9.0	24.0	238.0
9.0	9.0	24.0	238.0
10.0	9.0	24.0	238.0
30.0	9.0	24.0	238.0
3.0	8.0	25.0	238.0
4.0	8.0	25.0	238.0
5.0	8.0	25.0	238.0
6.0	8.0	25.0	238.0
7.0	8.0	25.0	238.0
8.0	8.0	25.0	238.0
9.0	8.0	25.0	238.0
10.0	8.0	25.0	238.0
3.0	9.0	25.0	238.0
4.0	9.0	25.0	238.0
5.0	9.0	25.0	238.0
6.0	9.0	25.0	238.0
7.0	9.0	25.0	238.0
8.0	9.0	25.0	238.0
9.0	9.0	25.0	238.0
10.0	9.0	25.0	238.0
1.0	8.0	26.0	238.0
2.0	8.0	26.0	238.0
3.0	8.0	26.0	238.0
10.0	8.0	26.0	238.0
11.0	8.0	26.0	238.0
1.0	9.0	26.0	238.0
2.0	9.0	26.0	238.0
3.0	9.0	26.0	238.0
10.0	9.0	26.0	238.0
11.0	9.0	26.0	238.0
0.0	8.0	27.0	238.0
11.0	8.0	27.0	238.0
12.0	8.0	27.0	238.0
30.0	8.0	27.0	238.0
0.0	9.0	27.0	238.0
11.0	9.0	27.0	238.0
12.0	9.0	27.0	238.0
30.0	9.0	27.0	238.0
11.0	8.0	28.0	238.0
12.0	8.0	28.0	238.0
13.0	8.0	28.0	238.0
14.0	8.0	28.0	238.0
15.0	8.0	28.0	238.0
16.0	8.0	28.0	238.0
17.0	8.0	28.0	238.0
18.0	8.0	28.0	238.0
27.0	8.0	28.0	238.0
28.0	8.0	28.0	238.0
29.0	8.0	28.0	238.0
30.0	8.0	28.0	238.0
11.0	9.0	28.0	238.0
12.0	9.0	28.0	238.0
13.0	9.0	28.0	238.0
14.0	9.0	28.0	238.0
15.0	9.0	28.0	238.0
16.0	9.0	28.0	238.0
17.0	9.0	28.0	238.0
18.0	9.0	28.0	238.0
27.0	9.0	28.0	238.0
28.0	9.0	28.0	238.0
29.0	9.0	28.0	238.0
30.0	9.0	28.0	238.0
14.0	8.0	29.0	238.0
15.0	8.0	29.0	238.0
16.0	8.0	29.0	238.0
17.0	8.0	29.0	238.0
18.0	8.0	29.0	238.0
19.0	8.0	29.0	238.0
22.0	8.0	29.0	238.0
23.0	8.0	29.0	238.0
24.0	8.0	29.0	238.0
14.0	9.0	29.0	238.0
15.0	9.0	29.0	238.0
16.0	9.0	29.0	238.0
17.0	9.0	29.0	238.0
18.0	9.0	29.0	238.0
19.0	9.0	29.0	238.0
22.0	9.0	29.0	238.0
23.0	9.0	29.0	238.0
24.0	9.0	29.0	238.0
15.0	8.0	30.0	238.0
16.0	8.0	30.0	238.0
17.0	8.0	30.0	238.0
18.0	8.0	30.0	238.0
19.0	8.0	30.0	238.0
15.0	9.0	30.0	238.0
16.0	9.0	30.0	238.0
17.0	9.0	30.0	238.0
18.0	9.0	30.0	238.0
19.0	9.0	30.0	238.0
16.0	8.0	31.0	238.0
17.0	8.0	31.0	238.0
18.0	8.0	31.0	238.0
16.0	9.0	31.0	238.0
17.0	9.0	31.0	238.0
18.0	9.0	31.0	238.0
17.0	8.0	32.0	238.0
18.0	8.0	32.0	238.0
17.0	9.0	32.0	238.0
18.0	9.0	32.0	238.0
17.0	8.0	33.0	238.0
17.0	9.0	33.0	238.0
