46.0	7.0	5.0	238.0
46.0	8.0	5.0	238.0
46.0	9.0	5.0	238.0
46.0	7.0	6.0	238.0
46.0	8.0	6.0	238.0
46.0	9.0	6.0	238.0
46.0	7.0	7.0	238.0
46.0	8.0	7.0	238.0
46.0	9.0	7.0	238.0
46.0	7.0	8.0	238.0
46.0	8.0	8.0	238.0
46.0	9.0	8.0	238.0
46.0	7.0	10.0	238.0
46.0	8.0	10.0	238.0
46.0	9.0	10.0	238.0
46.0	7.0	11.0	238.0
46.0	8.0	11.0	238.0
46.0	9.0	11.0	238.0
46.0	7.0	12.0	238.0
46.0	8.0	12.0	238.0
46.0	9.0	12.0	238.0
46.0	7.0	13.0	238.0
46.0	8.0	13.0	238.0
46.0	9.0	13.0	238.0
46.0	7.0	14.0	238.0
46.0	8.0	14.0	238.0
46.0	9.0	14.0	238.0
46.0	7.0	15.0	238.0
46.0	8.0	15.0	238.0
46.0	9.0	15.0	238.0
46.0	7.0	16.0	238.0
46.0	8.0	16.0	238.0
46.0	9.0	16.0	238.0
46.0	7.0	17.0	238.0
46.0	8.0	17.0	238.0
46.0	9.0	17.0	238.0
45.0	7.0	18.0	238.0
46.0	7.0	18.0	238.0
45.0	8.0	18.0	238.0
46.0	8.0	18.0	238.0
45.0	9.0	18.0	238.0
46.0	9.0	18.0	238.0
45.0	7.0	19.0	238.0
46.0	7.0	19.0	238.0
45.0	8.0	19.0	238.0
46.0	8.0	19.0	238.0
45.0	9.0	19.0	238.0
46.0	9.0	19.0	238.0
45.0	7.0	20.0	238.0
46.0	7.0	20.0	238.0
45.0	8.0	20.0	238.0
46.0	8.0	20.0	238.0
45.0	9.0	20.0	238.0
46.0	9.0	20.0	238.0
45.0	7.0	21.0	238.0
46.0	7.0	21.0	238.0
45.0	8.0	21.0	238.0
46.0	8.0	21.0	238.0
45.0	9.0	21.0	238.0
46.0	9.0	21.0	238.0
45.0	7.0	22.0	238.0
45.0	8.0	22.0	238.0
45.0	9.0	22.0	238.0
30.0	0.0	23.0	238.0
31.0	0.0	23.0	238.0
32.0	0.0	23.0	238.0
30.0	1.0	23.0	238.0
31.0	1.0	23.0	238.0
32.0	1.0	23.0	238.0
30.0	2.0	23.0	238.0
31.0	2.0	23.0	238.0
32.0	2.0	23.0	238.0
30.0	3.0	23.0	238.0
31.0	3.0	23.0	238.0
32.0	3.0	23.0	238.0
30.0	4.0	23.0	238.0
31.0	4.0	23.0	238.0
32.0	4.0	23.0	238.0
30.0	5.0	23.0	238.0
31.0	5.0	23.0	238.0
32.0	5.0	23.0	238.0
45.0	7.0	23.0	238.0
45.0	8.0	23.0	238.0
45.0	9.0	23.0	238.0
30.0	11.0	23.0	238.0
31.0	11.0	23.0	238.0
32.0	11.0	23.0	238.0
30.0	12.0	23.0	238.0
31.0	12.0	23.0	238.0
32.0	12.0	23.0	238.0
30.0	13.0	23.0	238.0
31.0	13.0	23.0	238.0
32.0	13.0	23.0	238.0
30.0	14.0	23.0	238.0
31.0	14.0	23.0	238.0
32.0	14.0	23.0	238.0
30.0	15.0	23.0	238.0
31.0	15.0	23.0	238.0
32.0	15.0	23.0	238.0
30.0	16.0	23.0	238.0
31.0	16.0	23.0	238.0
32.0	16.0	23.0	238.0
31.0	0.0	24.0	238.0
32.0	0.0	24.0	238.0
33.0	0.0	24.0	238.0
31.0	1.0	24.0	238.0
32.0	1.0	24.0	238.0
33.0	1.0	24.0	238.0
31.0	2.0	24.0	238.0
32.0	2.0	24.0	238.0
33.0	2.0	24.0	238.0
31.0	3.0	24.0	238.0
32.0	3.0	24.0	238.0
33.0	3.0	24.0	238.0
31.0	4.0	24.0	238.0
